Date, Instance, Algorithm, MAX_ITER_COUNT, MAX_NO_IMPROVE_COUNT, RandSeed, Duration, IterCount, MoveCount, TotalDist, Medians, Assignment
2014-05-14 Wed 09:08:36, ../Instances/pmedcap4(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=125|To=12|Tc=5|D=23), 1600, 8000, 1400029716, 0.001, 0, 0, 718, 27|26|11|46|20|24|31|6|32|17|9|18|49|41|29|19|21|8|15|47|, 49|8|41|26|15|24|6|8|8|9|19|11|9|31|24|15|31|17|18|19|20|21|32|27|24|47|26|27|21|29|46|31|32|20|49|17|26|29|17|46|31|41|11|20|9|41|46|47|9|49|
2014-05-14 Wed 09:09:34, ../Instances/pmedcap4(10).txt, [int]ShiftSwapTabuRelocateTabu(Ta=125|To=12|Tc=5|D=24), 1600, 8000, 1400029774, 0.008, 0, 0, 1567, 17|42|7|44|23|48|13|14|32|27|30|46|21|8|6|31|2|5|43|9|, 27|7|2|17|42|5|6|7|8|9|30|32|9|13|14|27|2|17|21|44|31|21|32|23|8|6|43|27|5|14|30|31|32|13|9|48|30|7|31|2|23|46|42|43|44|23|46|42|48|32|
2014-05-14 Wed 09:10:20, ../Instances/pmedcap4(20).txt, [int]ShiftSwapTabuRelocateTabu(Ta=500|To=25|Tc=10|D=24), 1600, 32000, 1400029820, 0.013, 0, 0, 2673, 67|98|9|95|92|38|46|49|1|78|27|3|13|41|20|48|8|93|73|0|47|69|53|60|75|22|5|12|44|42|91|82|43|35|50|7|30|11|29|79|, 0|1|73|3|53|5|13|7|8|9|48|11|12|13|27|7|35|67|95|8|20|79|22|78|93|8|82|27|98|29|30|79|0|75|93|35|60|73|38|69|13|41|42|43|44|42|46|47|48|49|50|73|53|53|30|92|0|3|98|67|60|47|93|93|44|5|9|67|12|69|41|41|49|73|30|75|50|92|78|79|20|38|82|1|95|12|29|27|29|29|43|91|92|93|11|95|46|73|98|9|
[LogicError] 2014-05-14 Wed 09:11:01, ../Instances/pmedcap4(20).txt, [int]ShiftSwapTabuRelocateTabu(Ta=500|To=25|Tc=10|D=24), 1600, 32000, 1400029861, 0.001, 0, 0, 473, 1|31|44|51|5|94|52|35|48|30|55|93|84|73|7|46|18|64|57|59|63|83|90|65|32|0|79|12|50|17|28|40|10|72|56|98|36|15|61|60|, 0|1|10|36|72|5|64|7|52|61|10|1|12|40|17|15|61|17|18|7|90|72|55|36|94|65|83|30|28|84|30|31|32|65|57|35|36|61|17|93|40|55|1|90|44|55|46|65|48|0|50|51|52|36|72|55|56|57|98|59|60|61|31|63|64|65|61|59|83|10|10|46|72|73|30|36|83|65|40|79|59|50|10|83|84|10|83|40|98|56|90|57|12|93|94|18|10|15|98|63|
2014-05-14 Wed 09:15:43, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateTabu(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400030102, 0.519, 10, 30325, 819, 38|44|1|23|33|, 38|1|44|23|23|1|44|1|1|44|44|1|44|38|38|33|44|38|23|1|38|23|44|23|1|33|23|23|38|44|23|38|33|33|1|38|23|44|38|1|38|44|1|38|44|44|23|33|38|38|
2014-05-14 Wed 11:15:25, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400037284, 24.128, 459, 1538593, 727, 43|18|25|11|9|, 43|11|9|18|18|11|9|11|11|9|9|11|9|43|43|25|9|43|18|11|43|18|9|18|9|25|18|18|18|9|18|43|25|25|11|43|18|9|43|11|43|43|11|43|9|9|18|25|9|43|
2014-05-14 Wed 11:16:06, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400037325, 0.45, 10, 30089, 797, 47|39|27|17|16|, 17|39|16|27|27|39|16|39|39|16|17|39|16|17|17|47|16|17|27|39|17|27|16|27|39|47|27|27|17|16|27|17|47|47|39|17|27|16|17|39|17|16|39|17|16|16|27|47|16|17|
2014-05-14 Wed 11:16:46, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400037366, 16.172, 306, 1012733, 755, 47|20|16|27|8|, 20|8|16|27|27|16|16|8|8|16|16|8|16|20|20|47|16|20|27|8|20|27|16|27|16|47|27|27|27|16|27|20|47|47|8|20|27|16|20|8|20|20|8|20|16|16|27|47|16|20|
2014-05-14 Wed 11:17:28, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400037406, 9.408, 188, 647502, 761, 16|27|17|47|11|, 17|11|16|27|27|11|16|11|11|16|17|11|16|17|17|47|16|17|27|11|17|27|16|27|11|47|27|27|17|16|27|17|47|47|11|17|27|16|17|11|17|16|11|17|16|16|27|47|16|17|
2014-05-14 Wed 11:18:10, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400037448, 2.517, 58, 203429, 789, 9|38|11|47|27|, 38|11|9|27|27|11|9|11|11|9|38|11|9|38|38|47|9|38|27|11|38|27|9|27|11|47|27|27|38|9|27|38|47|47|11|38|27|9|38|11|38|9|11|38|9|9|27|47|9|38|
2014-05-14 Wed 11:18:48, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400037490, 5.681, 110, 368560, 745, 41|11|21|16|20|, 20|11|41|21|21|11|16|11|11|16|41|11|16|20|20|20|16|20|21|11|20|21|41|21|16|21|21|21|20|16|21|20|20|21|11|20|11|16|20|11|20|41|11|20|16|41|21|21|16|20|
2014-05-14 Wed 11:19:29, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400037528, 5.032, 98, 321110, 742, 20|11|16|4|41|, 20|11|41|4|4|11|16|11|11|16|41|11|16|20|20|20|16|20|4|11|20|4|41|4|16|4|4|4|20|16|4|20|20|4|11|20|11|16|20|11|20|41|11|20|16|41|4|4|16|20|
2014-05-14 Wed 11:20:09, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400037569, 3.042, 56, 183788, 748, 4|20|16|47|11|, 20|11|16|4|4|11|16|11|11|16|16|11|16|20|20|47|16|20|4|11|20|4|16|4|16|47|4|4|4|16|4|20|47|47|11|20|4|16|20|11|20|20|11|20|16|16|4|47|16|20|
2014-05-14 Wed 11:20:51, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400037609, 38.509, 740, 2506557, 735, 11|23|47|20|9|, 20|11|9|23|23|11|9|11|11|9|20|11|9|20|20|47|9|20|23|11|20|47|9|23|11|47|23|23|23|9|23|20|47|47|11|20|23|9|20|11|20|9|11|20|9|9|23|47|9|20|
2014-05-14 Wed 11:21:26, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400037651, 5.392, 113, 375006, 739, 41|11|9|20|4|, 20|11|41|4|4|11|9|11|11|9|41|11|9|20|20|20|9|20|4|11|20|4|41|4|9|4|4|4|20|9|4|20|20|4|11|20|11|9|20|11|20|41|11|20|9|41|4|4|9|20|
2014-05-15 Thu 15:27:15, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400138796, 15.489, 329, 1147444, 749, 43|16|1|47|27|, 43|1|16|27|27|1|16|1|1|16|16|1|16|43|43|47|16|43|27|1|43|27|16|27|16|47|27|27|27|16|27|43|47|47|1|43|27|16|43|1|43|43|1|43|16|16|27|47|16|43|
2014-05-15 Thu 15:27:56, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400138835, 40.081, 795, 2684652, 737, 47|27|16|20|11|, 20|11|16|27|27|11|16|11|11|16|16|11|16|20|20|47|16|20|27|11|20|27|16|27|16|47|27|27|27|16|27|20|47|47|11|20|27|16|20|11|20|20|11|20|16|16|27|47|16|20|
2014-05-15 Thu 15:28:35, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400138876, 4.269, 87, 287582, 722, 47|44|20|11|18|, 20|11|44|18|18|11|44|11|11|44|20|11|44|20|20|47|44|20|18|11|20|18|44|18|11|47|18|18|18|44|18|20|47|47|11|20|18|44|20|11|20|44|11|20|44|44|18|47|44|20|
2014-05-15 Thu 15:29:16, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400138915, 1.61, 32, 103970, 778, 27|47|0|16|34|, 0|34|16|27|27|34|16|34|34|16|16|34|16|0|0|47|16|0|27|34|0|27|16|27|16|47|27|27|27|16|27|0|47|47|34|0|27|16|0|34|0|0|34|0|16|16|27|47|16|0|
2014-05-15 Thu 15:37:44, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400139423, 8.434, 162, 541076, 734, 37|11|20|18|2|, 20|11|2|18|18|11|37|11|11|37|2|11|2|20|20|20|37|20|18|11|20|18|2|18|37|18|18|18|18|37|18|20|20|20|11|20|11|37|20|11|20|2|11|20|37|2|18|18|37|20|
2014-05-15 Thu 15:38:26, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400139464, 2.868, 54, 183616, 738, 47|34|16|18|20|, 20|34|16|18|18|34|16|34|34|16|16|34|16|20|20|47|16|20|18|34|20|18|16|18|16|47|18|18|18|16|18|20|47|47|34|20|18|16|20|34|20|20|34|20|16|16|18|47|16|20|
2014-05-15 Thu 15:39:07, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400139506, 5.079, 104, 355332, 750, 16|20|32|11|23|, 20|11|16|23|23|11|16|11|11|16|20|11|16|20|20|32|16|20|23|11|20|23|16|23|11|32|23|23|32|16|23|20|32|32|11|20|23|16|20|11|20|16|11|20|16|16|23|32|16|20|
2014-05-15 Thu 15:39:43, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400139547, 0.828, 18, 59186, 756, 4|2|17|29|1|, 17|1|2|4|4|1|29|1|1|29|2|1|2|2|17|17|29|17|4|1|17|4|2|4|29|4|4|4|17|29|4|17|17|4|1|17|1|29|17|1|17|2|1|17|29|2|4|4|29|17|
2014-05-15 Thu 15:40:22, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400139583, 3.869, 82, 283445, 751, 21|9|11|2|17|, 17|11|2|21|21|11|9|11|11|9|2|11|2|2|17|17|9|17|21|11|17|21|2|21|9|21|21|21|17|9|21|17|17|21|11|17|11|9|17|11|17|2|11|17|9|2|21|21|9|17|
2014-05-15 Thu 15:41:01, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400139622, 33.873, 684, 2258608, 741, 4|9|11|20|2|, 20|11|2|4|4|11|9|11|11|9|2|11|2|20|20|20|9|20|4|11|20|4|2|4|9|4|4|4|20|9|4|20|20|4|11|20|11|9|20|11|20|2|11|20|9|2|4|4|9|20|
2014-05-15 Thu 15:41:41, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400139661, 6.488, 127, 425437, 713, 20|9|18|47|11|, 20|11|9|18|18|11|9|11|11|9|9|11|9|20|20|47|9|20|18|11|20|18|9|18|9|47|18|18|18|9|18|20|47|47|11|20|18|9|20|11|20|20|11|20|9|9|18|47|9|20|
2014-05-15 Thu 15:42:22, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400139701, 39.191, 765, 2603409, 714, 16|18|11|47|20|, 20|11|16|18|18|11|16|11|11|16|16|11|16|20|20|47|16|20|18|11|20|18|16|18|16|47|18|18|18|16|18|20|47|47|11|20|18|16|20|11|20|20|11|20|16|16|18|47|16|20|
2014-05-15 Thu 15:43:01, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400139742, 38.643, 790, 2716524, 731, 16|11|32|18|20|, 20|11|16|18|18|11|16|11|11|16|20|11|16|20|20|32|16|20|18|11|20|18|16|18|11|32|18|18|18|16|18|20|32|32|11|20|18|16|20|11|20|16|11|20|16|16|18|32|16|20|
2014-05-15 Thu 15:43:43, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400139781, 36.035, 695, 2333691, 736, 23|47|16|11|20|, 20|11|16|23|23|11|16|11|11|16|16|11|16|20|20|47|16|20|23|11|20|47|16|23|16|47|23|23|23|16|23|20|47|47|11|20|23|16|20|11|20|20|11|20|16|16|23|47|16|20|
2014-05-15 Thu 16:08:52, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400141289, 14.147, 264, 895993, 739, 41|9|20|11|4|, 20|11|41|4|4|11|9|11|11|9|41|11|9|20|20|20|9|20|4|11|20|4|41|4|9|4|4|4|20|9|4|20|20|4|11|20|11|9|20|11|20|41|11|20|9|41|4|4|9|20|
2014-05-15 Thu 16:09:34, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400141332, 30.71, 582, 1984370, 739, 41|11|4|9|20|, 20|11|41|4|4|11|9|11|11|9|41|11|9|20|20|20|9|20|4|11|20|4|41|4|9|4|4|4|20|9|4|20|20|4|11|20|11|9|20|11|20|41|11|20|9|41|4|4|9|20|
2014-05-15 Thu 16:10:18, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400141374, 31.778, 576, 1961654, 734, 20|11|18|37|2|, 20|11|2|18|18|11|37|11|11|37|2|11|2|20|20|20|37|20|18|11|20|18|2|18|37|18|18|18|18|37|18|20|20|20|11|20|11|37|20|11|20|2|11|20|37|2|18|18|37|20|
2014-05-15 Thu 16:11:01, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400141418, 13.769, 262, 889259, 724, 43|47|11|44|18|, 43|11|44|18|18|11|44|11|11|44|43|11|44|43|43|47|44|43|18|11|43|18|44|18|11|47|18|18|18|44|18|43|47|47|11|43|18|44|43|11|43|44|11|43|44|44|18|47|44|43|
2014-05-15 Thu 16:11:45, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400141461, 3.619, 66, 215901, 744, 47|20|3|11|16|, 20|11|16|3|3|11|16|11|11|16|16|11|16|20|20|47|16|20|3|11|20|47|16|3|16|47|3|3|3|16|3|20|47|47|11|20|3|16|20|11|20|20|11|20|16|16|3|47|16|20|
2014-05-15 Thu 16:12:29, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400141505, 11.205, 209, 710930, 713, 9|18|11|47|20|, 20|11|9|18|18|11|9|11|11|9|9|11|9|20|20|47|9|20|18|11|20|18|9|18|9|47|18|18|18|9|18|20|47|47|11|20|18|9|20|11|20|20|11|20|9|9|18|47|9|20|
2014-05-15 Thu 16:13:12, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400141549, 17.233, 303, 1015587, 738, 16|47|27|11|43|, 43|11|16|27|27|11|16|11|11|16|16|11|16|43|43|47|16|43|27|11|43|27|16|27|16|47|27|27|27|16|27|43|47|47|11|43|27|16|43|11|43|43|11|43|16|16|27|47|16|43|
2014-05-15 Thu 16:13:54, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400141592, 35.355, 660, 2263711, 742, 2|4|11|37|17|, 17|11|2|4|4|11|37|11|11|37|2|11|2|2|17|17|37|17|4|11|17|4|2|4|37|4|4|4|17|37|4|17|17|4|11|17|11|37|17|11|2|2|11|17|37|2|4|4|37|17|
2014-05-15 Thu 16:14:36, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400141634, 6.814, 128, 430409, 739, 18|43|34|47|16|, 43|34|16|18|18|34|16|34|34|16|16|34|16|43|43|47|16|43|18|34|43|18|16|18|16|47|18|18|18|16|18|43|47|47|34|43|18|16|43|34|43|43|34|43|16|16|18|47|16|43|
2014-05-15 Thu 16:15:21, ../Instances/pmedcap1(1).txt, [int]ShiftSwapTabuRelocateRecover(Ta=31|To=12|Tc=1|D=23), 800, 2000, 1400141676, 3.85, 62, 210670, 736, 20|11|47|23|16|, 20|11|16|23|23|11|16|11|11|16|20|11|16|20|20|47|16|20|23|11|20|47|16|23|11|47|23|23|23|16|23|20|47|47|11|20|23|16|20|11|20|16|11|20|16|16|23|47|16|20|
2014-05-15 Thu 17:08:00, ../Instances/pmedcap4(20).txt, [int]ShiftSwapTabuRelocateRecover(Ta=500|To=25|Tc=10|D=24), 800, 32000, 1400143396, 768.86, 420, 22110276, 729, 83|77|23|95|50|11|78|84|37|19|89|54|55|46|63|65|69|57|14|80|92|33|0|20|10|59|70|75|34|81|64|61|1|32|4|72|45|36|58|12|, 0|1|10|36|4|58|37|19|19|12|10|11|12|78|14|89|92|14|95|19|20|65|10|23|80|77|23|4|54|84|46|69|32|33|34|20|36|37|81|11|78|45|1|92|64|45|46|33|59|20|50|0|57|36|54|55|65|57|58|59|75|61|50|63|64|65|61|84|72|69|70|46|72|63|95|75|63|77|78|0|80|81|70|83|84|55|83|50|84|89|0|34|92|1|59|95|12|32|58|14|
2014-05-15 Thu 17:34:03, ../Instances/pmedcap4(20).txt, [int]ShiftSwapTabuRelocateRecover(Ta=500|To=25|Tc=10|D=24), 800, 32000, 1400144880, 198.458, 100, 5062055, 691, 83|81|41|94|93|77|11|37|2|16|56|90|75|58|84|31|72|1|64|17|13|8|78|30|21|32|89|25|57|86|52|74|28|55|80|10|44|23|82|76|, 17|1|2|83|86|93|37|57|8|44|10|11|16|13|56|56|16|17|21|8|90|21|10|23|84|25|28|75|28|58|30|31|32|25|11|17|74|37|81|93|78|41|1|76|44|41|30|77|58|31|31|31|52|1|21|55|56|57|58|80|8|94|78|89|64|32|16|80|72|2|82|30|72|89|74|75|76|77|78|13|80|81|82|83|84|55|86|13|84|89|90|52|55|93|94|23|2|89|58|56|
2014-05-15 Thu 18:00:34, ../Instances/pmedcap4(20).txt, [int]ShiftSwapTabuRelocateRecover(Ta=500|To=25|Tc=10|D=24), 800, 32000, 1400146443, 147.833, 79, 4178371, 705, 69|56|5|77|57|30|83|94|74|37|16|6|10|91|13|65|35|47|98|18|55|39|1|34|86|26|41|17|40|19|36|70|59|31|50|92|32|44|51|28|, 31|1|10|83|65|5|6|57|19|92|10|34|92|13|17|56|16|17|18|19|31|28|10|26|6|77|26|36|28|37|30|31|32|47|34|35|36|37|35|39|40|41|39|13|44|41|30|47|94|51|50|51|91|36|18|55|56|57|5|59|19|98|69|56|44|65|16|59|98|69|70|30|86|56|74|74|1|77|13|50|59|51|70|83|37|55|86|40|16|35|50|91|92|39|94|18|69|32|98|17|
2014-05-15 Thu 18:27:05, ../Instances/pmedcap4(20).txt, [int]ShiftSwapTabuRelocateRecover(Ta=500|To=25|Tc=10|D=24), 800, 32000, 1400148034, 517.338, 265, 13958168, 668, 81|64|78|72|10|50|74|57|83|91|58|1|12|8|92|23|90|60|47|59|13|2|65|37|68|55|61|77|95|45|39|29|18|89|80|99|73|71|43|82|, 43|1|2|23|68|58|37|8|8|29|10|1|12|13|99|89|92|50|18|8|43|65|10|23|80|77|60|23|95|29|71|81|73|47|91|73|39|37|99|39|78|45|59|43|92|45|71|47|12|90|50|81|57|39|72|55|99|57|58|59|60|61|50|89|64|65|12|59|68|2|82|71|72|73|74|74|18|77|78|13|80|81|82|83|61|55|83|13|29|89|90|91|92|60|64|95|2|65|58|99|
2014-05-15 Thu 18:53:46, ../Instances/pmedcap4(20).txt, [int]ShiftSwapTabuRelocateRecover(Ta=500|To=25|Tc=10|D=24), 800, 32000, 1400149625, 293.027, 144, 7419135, 713, 83|95|19|25|64|34|5|13|11|45|20|60|85|77|68|16|24|80|39|9|72|0|69|41|56|23|82|26|90|61|78|18|46|4|99|63|66|32|59|52|, 0|11|85|23|4|5|45|19|19|9|16|11|85|13|99|56|16|0|18|19|20|95|59|23|24|25|26|23|26|9|46|69|32|25|34|0|68|61|99|39|78|41|39|90|64|45|46|77|66|63|90|0|52|5|72|41|56|52|9|59|60|61|78|63|64|56|66|80|68|69|82|46|72|99|4|60|18|77|78|13|80|20|82|83|24|85|83|13|24|63|90|34|16|39|59|95|85|32|5|99|
2014-05-15 Thu 19:20:58, ../Instances/pmedcap4(20).txt, [int]ShiftSwapTabuRelocateRecover(Ta=500|To=25|Tc=10|D=24), 800, 32000, 1400151226, 196.538, 102, 5210693, 659, 72|60|93|18|70|95|84|74|63|69|94|59|45|3|13|44|77|21|68|1|91|34|10|83|66|90|17|55|20|56|32|27|87|4|33|64|37|81|52|51|, 51|1|10|3|4|1|37|91|52|66|10|34|66|13|17|63|44|17|18|60|20|21|10|95|94|77|56|27|21|64|18|90|32|33|34|17|3|37|20|93|13|45|93|81|44|45|18|33|68|51|81|51|52|3|4|55|56|52|64|59|60|84|69|63|64|72|66|59|68|69|70|27|72|56|74|74|27|77|13|51|59|81|70|83|84|55|83|87|94|63|90|91|55|93|94|95|69|32|66|56|
